player,position,age,base_salary,signing_bonus,perf_bonus,total_salary,total_cap_hit,adjusted_cap_hit,cap_pct,team,season
MacKenzie Blackwood,G,21,"$650,000",-,"$257,500","$276,105","$697,500","$296,250",0.47,new-jersey-devils,2018/2019
MacKenzie Blackwood,G,22,"$700,000",-,"$132,500","$700,000","$697,500","$697,500",1.11,new-jersey-devils,2019/2020
MacKenzie MacEachern,LW,24,"$650,000",-,-,"$650,000","$650,000","$283,095",0.35,st-louis-blues,2018/2019
MacKenzie MacEachern,LW,25,"$750,000",-,-,"$750,000","$750,000","$750,000",0.92,st-louis-blues,2019/2020
MacKenzie Weegar,D,24,"$900,000",-,-,"$900,000","$900,000","$900,000",1.17,florida-panthers,2018/2019
MacKenzie Weegar,D,25,"$1,600,000",-,-,"$1,600,000","$1,600,000","$1,600,000",2.0,florida-panthers,2019/2020
Madison Bowey,D,23,"$900,000","$100,000",-,"$312,916","$1,000,000","$212,916",0.31,detroit-red-wings,2018/2019
Madison Bowey,D,24,"$1,000,000",-,-,"$978,432","$1,000,000","$978,432",1.44,detroit-red-wings,2019/2020
Magnus Paajarvi-Svensson,LW,27,"$900,000",-,-,"$900,000","$900,000","$900,000",1.29,ottawa-senators,2018/2019
Malcolm Subban,G,24,"$650,000",-,-,"$650,000","$650,000","$650,000",0.82,vegas-golden-knights,2018/2019
Malcolm Subban,G,25,"$850,000",-,-,"$187,370","$850,000","$850,000",1.23,chicago-blackhawks,2019/2020
Marc Staal,D,31,"$5,000,000","$1,000,000",-,"$6,000,000","$5,700,000","$5,700,000",7.66,new-york-rangers,2018/2019
Marc Staal,D,32,"$4,000,000","$1,000,000",-,"$5,000,000","$5,700,000","$5,700,000",7.91,new-york-rangers,2019/2020
Marc-Andre Fleury,G,33,"$5,750,000",-,-,"$5,750,000","$5,750,000","$5,750,000",7.29,vegas-golden-knights,2018/2019
Marc-Andre Fleury,G,34,"$8,500,000",-,-,"$8,500,000","$7,000,000","$7,000,000",8.4,vegas-golden-knights,2019/2020
Marc-Edouard Vlasic,D,31,"$6,250,000","$1,000,000",-,"$7,250,000","$7,000,000","$7,000,000",8.72,san-jose-sharks,2018/2019
Marc-Edouard Vlasic,D,32,"$6,250,000","$1,000,000",-,"$7,250,000","$7,000,000","$7,000,000",9.64,san-jose-sharks,2019/2020
Marco Scandella,D,29,"$4,750,000",-,-,"$1,200,286","$4,000,000","$2,000,000",2.46,st-louis-blues,2019/2020
Marcus Foligno,LW,30,"$3,000,000",-,-,"$3,000,000","$2,875,000","$2,875,000",3.79,minnesota-wild,2018/2019
Marcus Foligno,LW,31,"$3,500,000",-,-,"$3,500,000","$2,875,000","$2,875,000",3.68,minnesota-wild,2019/2020
Marcus Hogberg,G,24,"$700,000",-,-,"$474,138","$700,000","$474,138",0.67,ottawa-senators,2019/2020
Marcus Johansson,C,27,"$4,750,000",-,-,"$628,234","$4,583,334","$2,750,000",3.53,boston-bruins,2018/2019
Marcus Johansson,C,28,"$5,000,000",-,-,"$5,000,000","$4,500,000","$4,500,000",5.9,buffalo-sabres,2019/2020
Marcus Kruger,C,28,"$2,300,000",-,-,"$2,300,000","$3,083,333","$2,775,000",3.76,chicago-blackhawks,2018/2019
Marcus Pettersson,D,22,"$832,500",-,-,"$559,500","$794,167","$533,750",0.7,pittsburgh-penguins,2018/2019
Marcus Pettersson,D,23,"$874,125",-,-,"$874,125","$874,125","$874,125",1.03,pittsburgh-penguins,2019/2020
Marcus Sorensen,RW,26,"$700,000",-,-,"$700,000","$700,000","$700,000",0.87,san-jose-sharks,2018/2019
Marcus Sorensen,RW,27,"$1,350,000","$150,000",-,"$1,500,000","$1,500,000","$1,500,000",2.06,san-jose-sharks,2019/2020
Mario Ferraro,D,21,"$832,500","$92,500","$212,500","$925,000","$925,000","$925,000",1.27,san-jose-sharks,2019/2020
Mario Kempe,LW,30,"$700,000",-,-,"$587,028","$700,000","$587,028",0.8,arizona-coyotes,2018/2019
Mark Barberio,D,28,"$1,450,000",-,-,"$1,450,000","$1,450,000","$1,450,000",2.05,colorado-avalanche,2018/2019
Mark Barberio,D,29,"$1,450,000",-,-,"$1,450,000","$1,450,000","$1,450,000",1.83,colorado-avalanche,2019/2020
Mark Borowiecki,D,29,"$1,000,000",-,-,"$1,000,000","$1,200,000","$1,200,000",1.73,ottawa-senators,2018/2019
Mark Giordano,D,34,"$6,750,000",-,-,"$6,750,000","$6,750,000","$6,750,000",8.61,calgary-flames,2018/2019
Mark Giordano,D,35,"$6,750,000",-,-,"$6,750,000","$6,750,000","$6,750,000",8.83,calgary-flames,2019/2020
Mark Jankowski,C,24,"$1,600,000",-,-,"$1,600,000","$1,675,000","$1,675,000",2.14,calgary-flames,2018/2019
Mark Jankowski,C,25,"$1,750,000",-,-,"$1,750,000","$1,675,000","$1,675,000",2.19,calgary-flames,2019/2020
Mark Letestu,C,34,"$700,000",-,-,"$700,000","$700,000","$700,000",0.87,winnipeg-jets,2019/2020
Mark Pysyk,D,26,"$2,750,000",-,-,"$2,750,000","$2,733,333","$2,733,333",3.56,florida-panthers,2018/2019
Mark Pysyk,D,27,"$3,500,000",-,-,"$3,500,000","$2,733,333","$2,733,333",3.42,florida-panthers,2019/2020
Mark Scheifele,C,25,"$6,750,000",-,-,"$6,750,000","$6,125,000","$6,125,000",8.1,winnipeg-jets,2018/2019
Mark Scheifele,C,26,"$6,750,000",-,-,"$6,750,000","$6,125,000","$6,125,000",7.58,winnipeg-jets,2019/2020
Mark Stone,RW,26,"$7,350,000",-,-,"$1,620,156","$7,350,000","$1,620,156",2.05,vegas-golden-knights,2018/2019
Mark Stone,RW,27,"$3,000,000","$9,000,000",-,"$12,000,000","$9,500,000","$9,500,000",11.4,vegas-golden-knights,2019/2020
Markus Granlund,C,25,"$1,475,000",-,-,"$1,475,000","$1,475,000","$1,475,000",2.05,vancouver-canucks,2018/2019
Markus Hannikainen,LW,25,"$700,000",-,-,"$700,000","$675,000","$675,000",0.88,columbus-blue-jackets,2018/2019
Markus Nutivaara,D,24,"$2,500,000",-,-,"$2,500,000","$2,700,000","$2,700,000",3.52,columbus-blue-jackets,2018/2019
Markus Nutivaara,D,25,"$2,500,000",-,-,"$2,500,000","$2,700,000","$2,700,000",3.48,columbus-blue-jackets,2019/2020
Martin Frk,RW,25,"$700,000",-,-,"$244,595","$700,000","$244,595",0.37,los-angeles-kings,2019/2020
Martin Jones,G,28,"$6,750,000",-,-,"$6,750,000","$5,750,000","$5,750,000",7.16,san-jose-sharks,2018/2019
Martin Jones,G,29,"$6,750,000",-,-,"$6,750,000","$5,750,000","$5,750,000",7.92,san-jose-sharks,2019/2020
Martin Marincin,D,26,"$800,000",-,-,"$688,160","$800,000","$688,160",0.91,toronto-maple-leafs,2018/2019
Martin Marincin,D,27,"$700,000",-,-,"$575,739","$700,000","$575,739",0.7,toronto-maple-leafs,2019/2020
Martin Necas,C,20,"$832,500","$92,500","$537,500","$925,000","$863,333","$863,333",0.96,carolina-hurricanes,2019/2020
Mason Appleton,C,23,"$700,000","$75,000",-,"$526,560","$741,667","$478,440",0.59,winnipeg-jets,2019/2020
Mat Robson,G,22,"$832,500","$92,500",-,"$182,020","$925,000","$99,460",0.13,minnesota-wild,2018/2019
Mathew Barzal,C,21,"$832,500",-,"$400,000",-,"$863,333","$863,333",1.26,new-york-islanders,2018/2019
Mathew Barzal,C,22,"$832,500",-,"$400,000","$832,500","$863,333","$863,333",1.0,new-york-islanders,2019/2020
Mathew Dumba,D,25,"$7,400,000",-,-,"$7,400,000","$6,000,000","$6,000,000",7.68,minnesota-wild,2019/2020
Mathieu Joseph,RW,21,"$650,000","$92,500","$182,500","$650,000","$728,333","$728,376",0.93,tampa-bay-lightning,2018/2019
Mathieu Perreault,C,30,"$4,000,000",-,-,"$4,000,000","$4,125,000","$4,125,000",5.46,winnipeg-jets,2018/2019
Mathieu Perreault,C,31,"$4,000,000",-,-,"$4,000,000","$4,125,000","$4,125,000",5.1,winnipeg-jets,2019/2020
Mats Zuccarello-Aasen,RW,31,"$4,500,000",-,-,"$1,040,342","$4,500,000","$3,150,000",4.26,dallas-stars,2018/2019
Mats Zuccarello-Aasen,RW,32,"$3,000,000","$2,000,000",-,"$5,000,000","$6,000,000","$6,000,000",7.68,minnesota-wild,2019/2020
Matt Calvert,LW,28,"$3,750,000",-,-,"$3,750,000","$2,850,000","$2,850,000",4.03,colorado-avalanche,2018/2019
Matt Calvert,LW,29,"$2,925,000",-,-,"$2,925,000","$2,850,000","$2,850,000",3.61,colorado-avalanche,2019/2020
Matt Cullen,C,41,"$650,000",-,-,"$650,000","$650,000","$650,000",0.85,pittsburgh-penguins,2018/2019
Matt Duchene,C,27,"$6,500,000",-,-,"$1,537,624","$6,000,000","$1,419,364",1.85,columbus-blue-jackets,2018/2019
Matt Duchene,C,28,"$10,000,000",-,-,"$10,000,000","$8,000,000","$8,000,000",10.1,nashville-predators,2019/2020
Matt Hendricks,LW,37,"$700,000",-,-,"$154,283","$700,000","$154,283",0.2,winnipeg-jets,2018/2019
Matt Hunwick,D,33,"$2,500,000",-,-,"$2,500,000","$2,250,000","$2,250,000",2.94,buffalo-sabres,2018/2019
Matt Irwin,D,30,"$650,000",-,-,"$650,000","$675,000","$675,000",0.89,nashville-predators,2018/2019
Matt Irwin,D,31,"$700,000",-,-,"$154,283","$675,000","$675,000",0.84,anaheim-ducks,2019/2020
Matt Martin,LW,29,"$2,250,000",-,-,"$2,250,000","$2,500,000","$2,500,000",3.64,new-york-islanders,2018/2019
Matt Martin,LW,30,"$1,750,000",-,-,"$1,750,000","$2,500,000","$2,500,000",2.91,new-york-islanders,2019/2020
Matt Nieto,LW,25,"$1,975,000",-,-,"$1,975,000","$1,975,000","$1,975,000",2.79,colorado-avalanche,2018/2019
Matt Nieto,LW,26,"$1,975,000",-,-,"$1,975,000","$1,975,000","$1,975,000",2.5,colorado-avalanche,2019/2020
Matt Niskanen,D,31,"$5,750,000",-,-,"$5,750,000","$5,750,000","$5,750,000",7.08,washington-capitals,2018/2019
Matt Niskanen,D,32,"$5,750,000",-,-,"$5,750,000","$5,750,000","$5,750,000",7.1,philadelphia-flyers,2019/2020
Matt Roy,D,23,"$832,500","$92,500",-,"$223,800","$833,750","$224,150",0.29,los-angeles-kings,2018/2019
Matt Roy,D,24,"$700,000",-,-,"$700,000","$700,000","$700,000",1.07,los-angeles-kings,2019/2020
Matthew Benning,D,24,"$1,800,000",-,-,"$1,800,000","$1,900,000","$1,900,000",2.32,edmonton-oilers,2018/2019
Matthew Benning,D,25,"$2,000,000",-,-,"$2,000,000","$1,900,000","$1,900,000",2.36,edmonton-oilers,2019/2020
Matthew Grzelcyk,D,24,"$1,400,000",-,-,"$1,400,000","$1,400,000","$1,400,000",1.8,boston-bruins,2018/2019
Matthew Grzelcyk,D,25,"$1,400,000",-,-,"$1,400,000","$1,400,000","$1,400,000",1.81,boston-bruins,2019/2020
Matthew Highmore,C,23,"$725,000","$92,500","$107,500","$475,556","$775,833","$508,862",0.74,chicago-blackhawks,2019/2020
Matthew Murray,G,24,"$3,750,000",-,-,"$3,750,000","$3,750,000","$3,750,000",4.9,pittsburgh-penguins,2018/2019
Matthew Murray,G,25,"$3,750,000",-,-,"$3,750,000","$3,750,000","$3,750,000",4.41,pittsburgh-penguins,2019/2020
Matthew Peca,C,25,"$1,200,000","$100,000",-,"$1,300,000","$1,300,000","$1,300,000",1.8,montreal-canadiens,2018/2019
Matthew Peca,C,26,"$1,400,000","$100,000",-,"$408,607","$1,300,000","$1,300,000",1.84,ottawa-senators,2019/2020
Matthew Tkachuk,LW,20,"$832,500","$92,500","$850,000","$925,000","$925,000","$925,000",1.18,calgary-flames,2018/2019
Matthew Tkachuk,LW,21,"$1,000,000","$4,000,000",-,"$5,000,000","$7,000,000","$7,000,000",9.15,calgary-flames,2019/2020
Mattias Ekholm,D,28,"$4,000,000",-,-,"$4,000,000","$3,750,000","$3,750,000",4.94,nashville-predators,2018/2019
Mattias Ekholm,D,29,"$4,000,000",-,-,"$4,000,000","$3,750,000","$3,750,000",4.74,nashville-predators,2019/2020
Mattias Janmark,C,25,"$2,300,000",-,-,"$2,300,000","$2,300,000","$2,300,000",3.11,dallas-stars,2018/2019
Mattias Janmark,C,26,"$2,300,000",-,-,"$2,300,000","$2,300,000","$2,300,000",3.01,dallas-stars,2019/2020
Max Domi,LW,23,"$2,900,000","$250,000",-,"$3,150,000","$3,150,000","$3,150,000",4.35,montreal-canadiens,2018/2019
Max Domi,LW,24,"$2,900,000","$250,000",-,"$3,150,000","$3,150,000","$3,150,000",4.14,montreal-canadiens,2019/2020
Max Jones,LW,21,"$832,500",-,-,"$711,652","$863,333","$738,010",0.92,anaheim-ducks,2019/2020
Max Pacioretty,LW,29,"$5,000,000",-,-,"$5,000,000","$4,500,000","$4,500,000",5.7,vegas-golden-knights,2018/2019
Max Pacioretty,LW,30,"$10,500,000",-,-,"$10,500,000","$7,000,000","$7,000,000",8.4,vegas-golden-knights,2019/2020
Melker Karlsson,C,23,"$2,000,000",-,-,"$2,000,000","$2,000,000","$2,000,000",2.49,san-jose-sharks,2018/2019
Melker Karlsson,C,24,"$2,000,000",-,-,"$2,000,000","$2,000,000","$2,000,000",2.75,san-jose-sharks,2019/2020
Michael Amadio,C,23,"$700,000",-,-,"$700,000","$700,000","$700,000",1.07,los-angeles-kings,2019/2020
Michael Anderson,D,20,"$832,500","$92,500","$850,000","$258,112","$925,000","$184,001",0.28,los-angeles-kings,2019/2020
Michael Dal Colle,LW,22,"$832,500",-,"$2,200,000","$393,888","$863,333","$408,496",0.59,new-york-islanders,2018/2019
Michael Dal Colle,LW,23,"$700,000",-,-,"$700,000","$700,000","$700,000",0.81,new-york-islanders,2019/2020
Michael Del Zotto,D,28,"$3,000,000",-,-,"$661,289","$3,000,000","$661,289",0.83,st-louis-blues,2018/2019
Michael Del Zotto,D,29,"$750,000",-,-,"$750,000","$750,000","$750,000",0.93,anaheim-ducks,2019/2020
Michael Frolik,RW,30,"$4,000,000",-,-,"$4,000,000","$4,300,000","$4,300,000",5.49,calgary-flames,2018/2019
Michael Frolik,RW,31,"$3,000,000",-,-,"$1,516,126","$4,300,000","$4,300,000",5.64,buffalo-sabres,2019/2020
Michael Grabner,RW,30,"$2,500,000",-,-,"$2,500,000","$3,350,000","$3,350,000",4.56,arizona-coyotes,2018/2019
Michael Grabner,RW,31,"$3,775,000",-,-,"$3,775,000","$3,350,000","$3,350,000",4.27,arizona-coyotes,2019/2020
Michael Hutchinson,G,28,"$1,300,000",-,-,"$677,933","$1,300,000","$13,978",0.02,toronto-maple-leafs,2018/2019
Michael Hutchinson,G,29,"$700,000",-,-,"$154,283","$700,000","$154,283",0.2,colorado-avalanche,2019/2020
Michael Matheson,D,24,"$3,000,000",-,-,"$3,000,000","$4,875,000","$4,875,000",6.34,florida-panthers,2018/2019
Michael Matheson,D,25,"$3,500,000",-,-,"$3,500,000","$4,875,000","$4,875,000",6.1,florida-panthers,2019/2020
Michael Mcleod,C,21,"$832,500",-,-,"$232,752","$863,333","$241,384",0.38,new-jersey-devils,2019/2020
Michael Raffl,LW,29,"$2,350,000",-,-,"$2,350,000","$2,350,000","$2,350,000",3.32,philadelphia-flyers,2018/2019
Michael Raffl,LW,30,"$1,800,000",-,-,"$1,800,000","$1,600,000","$1,600,000",1.97,philadelphia-flyers,2019/2020
Michael Rasmussen,C,19,"$832,500","$92,500","$750,000","$925,000","$894,166","$894,166",1.29,detroit-red-wings,2018/2019
Michael Stone,D,29,"$700,000",-,-,"$700,000","$700,000","$700,000",0.92,calgary-flames,2019/2020
Michal Kempny,D,28,"$1,000,000","$2,300,000",-,"$3,300,000","$2,500,000","$2,500,000",3.08,washington-capitals,2018/2019
Michal Kempny,D,29,"$1,000,000","$1,700,000",-,"$2,700,000","$2,500,000","$2,500,000",3.08,washington-capitals,2019/2020
Micheal Ferland,LW,26,"$1,800,000",-,-,"$1,800,000","$1,750,000","$1,750,000",2.79,carolina-hurricanes,2018/2019
Micheal Ferland,LW,27,"$2,500,000","$2,000,000",-,"$4,500,000","$3,500,000","$3,500,000",4.12,vancouver-canucks,2019/2020
Micheal Haley,C,32,"$850,000",-,-,"$850,000","$825,000","$825,000",1.03,san-jose-sharks,2018/2019
Miikka Salomaki,RW,25,"$750,000",-,-,"$750,000","$750,000","$750,000",0.99,nashville-predators,2018/2019
Mika Zibanejad,C,25,"$5,500,000",-,-,"$5,500,000","$5,350,000","$5,350,000",7.19,new-york-rangers,2018/2019
Mika Zibanejad,C,26,"$5,350,000",-,-,"$5,350,000","$5,350,000","$5,350,000",7.42,new-york-rangers,2019/2020
Mikael Backlund,C,29,"$3,850,000","$2,000,000",-,"$5,850,000","$5,350,000","$5,350,000",6.83,calgary-flames,2018/2019
Mikael Backlund,C,30,"$3,850,000","$2,000,000",-,"$5,850,000","$5,350,000","$5,350,000",7.0,calgary-flames,2019/2020
Mikael Granlund,C,26,"$5,500,000",-,-,"$1,212,370","$5,750,000","$1,267,474",1.67,nashville-predators,2018/2019
Mikael Granlund,C,27,"$6,500,000",-,-,"$6,500,000","$5,750,000","$5,750,000",7.26,nashville-predators,2019/2020
Mike Green,D,33,"$5,250,000",-,-,"$1,157,266","$5,375,000","$2,687,500",3.34,edmonton-oilers,2019/2020
Mike Hoffman,LW,28,"$5,650,000",-,-,"$5,650,000","$5,187,500","$5,187,500",6.75,florida-panthers,2018/2019
Mike Hoffman,LW,29,"$5,650,000",-,-,"$5,650,000","$5,187,500","$5,187,500",6.49,florida-panthers,2019/2020
Mike Reilly,D,25,"$775,000",-,-,"$775,000","$725,000","$725,000",1.0,montreal-canadiens,2018/2019
Mike Reilly,D,26,"$1,500,000",-,-,"$758,110","$1,500,000","$1,500,000",2.13,ottawa-senators,2019/2020
Mike Smith,G,36,"$5,000,000",-,-,"$5,000,000","$5,666,667","$4,250,000",5.42,calgary-flames,2018/2019
Mike Smith,G,37,"$2,000,000",-,-,"$2,000,000","$2,000,000","$2,000,000",2.48,edmonton-oilers,2019/2020
Mikhail Sergachev,D,20,"$832,500","$92,500","$850,000","$925,000","$894,167","$894,167",1.14,tampa-bay-lightning,2018/2019
Mikhail Sergachev,D,21,"$832,500",-,-,"$832,500","$894,167","$894,167",1.09,tampa-bay-lightning,2019/2020
Mikkel Boedker,LW,28,"$3,000,000",-,-,"$3,000,000","$4,000,000","$4,000,000",5.75,ottawa-senators,2018/2019
Mikkel Boedker,LW,29,"$1,000,000",-,-,"$1,000,000","$4,000,000","$4,000,000",5.67,ottawa-senators,2019/2020
Mikko Koivu,C,36,"$5,000,000",-,-,"$5,000,000","$5,500,000","$5,500,000",7.04,minnesota-wild,2019/2020
Mikko Koskinen,G,30,"$2,000,000","$500,000",-,"$2,500,000","$2,500,000","$2,500,000",3.06,edmonton-oilers,2018/2019
Mikko Koskinen,G,31,"$5,200,000",-,-,"$5,200,000","$4,500,000","$4,500,000",5.59,edmonton-oilers,2019/2020
Mikko Rantanen,RW,21,"$832,500",-,"$850,000",-,"$894,167","$894,167",1.26,colorado-avalanche,2018/2019
Mikko Rantanen,RW,22,"$12,000,000",-,-,"$12,000,000","$9,250,000","$9,250,000",11.7,colorado-avalanche,2019/2020
Milan Lucic,LW,30,"$3,500,000","$3,500,000",-,"$7,000,000","$6,000,000","$6,000,000",7.34,edmonton-oilers,2018/2019
Milan Lucic,LW,31,"$3,000,000","$3,000,000",-,"$5,250,000","$6,000,000","$5,250,000",6.86,calgary-flames,2019/2020
Miles Wood,LW,23,"$2,500,000",-,-,"$2,500,000","$2,750,000","$2,750,000",4.39,new-jersey-devils,2018/2019
Miles Wood,LW,24,"$2,500,000",-,-,"$2,500,000","$2,750,000","$2,750,000",4.37,new-jersey-devils,2019/2020
Mirco Mueller,D,23,"$925,000",-,-,"$925,000","$850,000","$850,000",1.36,new-jersey-devils,2018/2019
Mirco Mueller,D,24,"$1,400,000",-,-,"$1,400,000","$1,400,000","$1,400,000",2.22,new-jersey-devils,2019/2020
Miro Heiskanen,D,19,"$832,500","$92,500","$2,500,000","$925,000","$894,166","$894,166",1.21,dallas-stars,2018/2019
Miro Heiskanen,D,20,"$832,500","$92,500","$2,500,000","$925,000","$894,166","$894,166",1.17,dallas-stars,2019/2020
Mitchell Marner,RW,21,"$832,500",-,"$850,000",-,"$894,167","$894,167",1.18,toronto-maple-leafs,2018/2019
Mitchell Marner,RW,22,"$700,000","$15,300,000",-,"$16,000,000","$10,903,000","$10,903,000",13.27,toronto-maple-leafs,2019/2020
Mitchell Stephens,C,22,"$832,500",-,-,"$461,028","$833,333","$461,440",0.56,tampa-bay-lightning,2019/2020
Morgan Rielly,D,24,"$5,000,000",-,-,"$5,000,000","$5,000,000","$5,000,000",6.59,toronto-maple-leafs,2018/2019
Morgan Rielly,D,25,"$5,000,000",-,-,"$5,000,000","$5,000,000","$5,000,000",6.09,toronto-maple-leafs,2019/2020
Nate Schmidt,D,27,"$2,300,000",-,-,"$2,300,000","$2,225,000","$2,225,000",2.82,vegas-golden-knights,2018/2019
Nate Schmidt,D,28,"$6,800,000","$2,000,000",-,"$8,800,000","$5,950,000","$5,950,000",7.14,vegas-golden-knights,2019/2020
Nate Thompson,C,33,"$1,650,000",-,-,"$487,905","$1,650,000","$487,905",0.67,montreal-canadiens,2018/2019
Nate Thompson,C,34,"$1,000,000",-,-,"$220,416","$1,000,000","$1,000,000",1.23,philadelphia-flyers,2019/2020
Nathan Beaulieu,D,25,"$2,500,000",-,-,"$551,081","$2,400,000","$529,023",0.7,winnipeg-jets,2018/2019
Nathan Beaulieu,D,26,"$1,000,000",-,-,"$1,000,000","$1,000,000","$1,000,000",1.24,winnipeg-jets,2019/2020
Nathan Gerbe,LW,32,"$700,000",-,-,"$387,589","$675,000","$373,787",0.48,columbus-blue-jackets,2019/2020
Nathan MacKinnon,C,23,"$6,750,000",-,-,"$6,750,000","$6,300,000","$6,300,000",8.9,colorado-avalanche,2018/2019
Nathan MacKinnon,C,24,"$6,750,000",-,-,"$6,750,000","$6,300,000","$6,300,000",7.97,colorado-avalanche,2019/2020
Nazem Kadri,C,27,"$2,500,000","$2,000,000",-,"$4,500,000","$4,500,000","$4,500,000",5.93,toronto-maple-leafs,2018/2019
Nazem Kadri,C,28,"$2,500,000","$2,000,000",-,"$4,500,000","$4,500,000","$4,500,000",5.69,colorado-avalanche,2019/2020
Neal Pionk,D,23,"$832,500","$92,500","$850,000","$832,500","$925,000","$925,000",1.24,new-york-rangers,2018/2019
Neal Pionk,D,24,"$2,850,000",-,-,"$2,850,000","$3,000,000","$3,000,000",3.71,winnipeg-jets,2019/2020
Nic Dowd,C,28,"$650,000",-,-,"$650,000","$650,000","$650,000",0.8,washington-capitals,2018/2019
Nic Dowd,C,29,"$700,000",-,-,"$700,000","$750,000","$750,000",0.92,washington-capitals,2019/2020
Nicholas Paul,C,24,"$750,000",-,-,"$701,568","$750,000","$701,568",0.99,ottawa-senators,2019/2020
Nicholas Ritchie,LW,22,"$1,200,000",-,-,"$1,200,000","$1,640,000","$1,640,000",2.15,anaheim-ducks,2018/2019
Nicholas Ritchie,LW,23,"$1,400,000",-,-,"$308,607","$1,498,925","$1,498,925",1.94,boston-bruins,2019/2020
Nick Bjugstad,C,26,"$4,300,000",-,-,"$1,479,552","$4,100,000","$1,410,752",1.84,pittsburgh-penguins,2018/2019
Nick Bjugstad,C,27,"$5,000,000",-,-,"$5,000,000","$4,100,000","$4,100,000",4.82,pittsburgh-penguins,2019/2020
Nick Bonino,C,30,"$4,100,000",-,-,"$4,100,000","$4,100,000","$4,100,000",5.4,nashville-predators,2018/2019
Nick Bonino,C,31,"$4,100,000",-,-,"$4,100,000","$4,100,000","$4,100,000",5.18,nashville-predators,2019/2020
Nick Cousins,C,25,"$1,050,000",-,-,"$1,050,000","$1,000,000","$1,000,000",1.36,arizona-coyotes,2018/2019
Nick Cousins,C,26,"$1,000,000",-,-,"$220,416","$1,000,000","$1,000,000",1.2,vegas-golden-knights,2019/2020
Nick Foligno,LW,30,"$5,500,000",-,-,"$5,500,000","$5,500,000","$5,500,000",7.17,columbus-blue-jackets,2018/2019
Nick Foligno,LW,31,"$5,500,000",-,-,"$5,500,000","$5,500,000","$5,500,000",7.08,columbus-blue-jackets,2019/2020
Nick Holden,D,31,"$2,600,000",-,-,"$2,600,000","$2,200,000","$2,200,000",2.79,vegas-golden-knights,2018/2019
Nick Holden,D,32,"$1,800,000",-,-,"$1,800,000","$2,200,000","$2,200,000",2.64,vegas-golden-knights,2019/2020
Nick Jensen,D,28,"$825,000",-,-,"$195,140","$812,500","$192,192",0.24,washington-capitals,2018/2019
Nick Jensen,D,29,"$2,500,000","$500,000",-,"$3,000,000","$2,500,000","$2,500,000",3.08,washington-capitals,2019/2020
Nick Leddy,D,27,"$5,500,000",-,-,"$5,500,000","$5,500,000","$5,500,000",8.01,new-york-islanders,2018/2019
Nick Leddy,D,28,"$6,000,000",-,-,"$6,000,000","$5,500,000","$5,500,000",6.4,new-york-islanders,2019/2020
Nick Schmaltz,C,23,"$2,500,000","$500,000",-,"$3,000,000","$5,850,000","$5,850,000",7.46,arizona-coyotes,2019/2020
Nick Seeler,D,25,"$675,000",-,-,"$675,000","$725,000","$725,000",0.96,minnesota-wild,2018/2019
Nick Seeler,D,26,"$750,000",-,-,"$249,984","$725,000","$241,676",0.35,chicago-blackhawks,2019/2020
Nick Shore,C,27,"$750,000",-,-,"$495,936","$750,000","$495,936",0.61,winnipeg-jets,2019/2020
Nick Suzuki,C,20,"$832,500","$92,500","$637,500","$925,000","$863,333","$863,333",1.13,montreal-canadiens,2019/2020
Nicklas Backstrom,C,30,"$7,500,000",-,-,"$7,500,000","$6,700,000","$6,700,000",8.25,washington-capitals,2018/2019
Nicklas Backstrom,C,31,"$8,000,000",-,-,"$8,000,000","$6,700,000","$6,700,000",8.24,washington-capitals,2019/2020
Niclas Westerholm,G,21,"$700,000","$92,500","$132,500","$107,552","$825,833","$17,760",0.02,nashville-predators,2018/2019
Nico Hischier,C,19,"$832,500","$92,500","$2,850,000","$925,000","$925,000","$925,000",1.48,new-jersey-devils,2018/2019
Nico Hischier,C,20,"$832,500","$92,500","$2,850,000","$925,000","$925,000","$925,000",1.47,new-jersey-devils,2019/2020
Nico Sturm,C,23,"$832,500","$92,500",-,"$123,832","$925,000","$34,811",0.05,minnesota-wild,2018/2019
Nicolas Aube-Kubel,RW,23,"$700,000",-,-,"$421,456","$700,000","$421,456",0.52,philadelphia-flyers,2019/2020
Nicolas Beaudin,D,19,"$832,500","$92,500",-,"$204,400","$894,167","$120,184",0.17,chicago-blackhawks,2019/2020
Nicolas Deslauriers,LW,27,"$750,000","$200,000",-,"$950,000","$950,000","$950,000",1.31,montreal-canadiens,2018/2019
Nicolas Deslauriers,LW,28,"$850,000","$100,000",-,"$950,000","$950,000","$950,000",1.18,anaheim-ducks,2019/2020
Nicolas Petan,C,23,"$874,125",-,-,"$192,700","$874,125","$192,700",0.25,toronto-maple-leafs,2018/2019
Nikita Gusev,LW,26,"$832,500","$92,500",-,"$925,000","$925,000","$925,000",1.17,vegas-golden-knights,2018/2019
Nikita Gusev,LW,27,"$700,000","$4,300,000",-,"$5,000,000","$4,500,000","$4,500,000",7.15,new-jersey-devils,2019/2020
Nikita Kucherov,RW,25,"$5,500,000",-,-,"$5,500,000","$4,766,666","$4,766,666",6.09,tampa-bay-lightning,2018/2019
Nikita Kucherov,RW,26,"$1,000,000","$11,000,000",-,"$12,000,000","$9,500,000","$9,500,000",11.58,tampa-bay-lightning,2019/2020
Nikita Zadorov,D,23,"$2,300,000",-,-,"$2,300,000","$2,150,000","$2,150,000",3.04,colorado-avalanche,2018/2019
